{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 320, 'n_target': 40, 'labeled': True, 'classical': 0.0975, 'supervised': 0.0625, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 61, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0056, 'n_source': 50, 'n_target': 64, 'labeled': False, 'lipton': 0.145, 'prop-target-estimate': 0.65625, 'oracle': 0.145, 'classical': 'nan', 'supervised': 'nan', 'iter': 94, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 50, 'n_target': 2048, 'labeled': False, 'lipton': 0.1575, 'prop-target-estimate': 0.6572265625, 'oracle': 0.1575, 'classical': 'nan', 'supervised': 'nan', 'iter': 77, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 50, 'n_target': 512, 'labeled': False, 'lipton': 0.15, 'prop-target-estimate': 0.611328125, 'oracle': 0.15, 'classical': 'nan', 'supervised': 'nan', 'iter': 3, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 50, 'n_target': 128, 'labeled': False, 'lipton': 0.115, 'prop-target-estimate': 0.5859375, 'oracle': 0.115, 'classical': 'nan', 'supervised': 'nan', 'iter': 95, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 120, 'n_target': 40, 'labeled': True, 'classical': 0.0725, 'supervised': 0.1, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 36, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0056, 'n_source': 50, 'n_target': 2048, 'labeled': False, 'lipton': 0.1575, 'prop-target-estimate': 0.59619140625, 'oracle': 0.1575, 'classical': 'nan', 'supervised': 'nan', 'iter': 91, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 50, 'n_target': 4096, 'labeled': False, 'lipton': 0.1525, 'prop-target-estimate': 0.666015625, 'oracle': 0.1525, 'classical': 'nan', 'supervised': 'nan', 'iter': 23, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 80, 'n_target': 60, 'labeled': True, 'classical': 0.0825, 'supervised': 0.09, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 8, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0057, 'n_source': 20, 'n_target': 40, 'labeled': True, 'classical': 0.145, 'supervised': 0.1675, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 93, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 320, 'n_target': 40, 'labeled': True, 'classical': 0.0675, 'supervised': 0.0575, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 56, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 1520, 'n_target': 40, 'labeled': True, 'classical': 0.0775, 'supervised': 0.0375, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 92, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 1520, 'n_target': 40, 'labeled': True, 'classical': 0.0725, 'supervised': 0.02, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 25, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 6320, 'n_target': 40, 'labeled': True, 'classical': 0.07, 'supervised': 0.0075, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 10, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 50, 'n_target': 128, 'labeled': False, 'lipton': 0.16, 'prop-target-estimate': 0.5937500000000001, 'oracle': 0.16, 'classical': 'nan', 'supervised': 'nan', 'iter': 12, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 50, 'n_target': 64, 'labeled': False, 'lipton': 0.14, 'prop-target-estimate': 0.59375, 'oracle': 0.14, 'classical': 'nan', 'supervised': 'nan', 'iter': 75, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 80, 'n_target': 6360, 'labeled': True, 'classical': 0.01, 'supervised': 0.025, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 39, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 12720, 'n_target': 40, 'labeled': True, 'classical': 0.09, 'supervised': 0.0, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 73, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 720, 'n_target': 40, 'labeled': True, 'classical': 0.0975, 'supervised': 0.03, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 10, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 20, 'n_target': 40, 'labeled': True, 'classical': 0.0975, 'supervised': 0.1575, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 70, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 50, 'n_target': 512, 'labeled': False, 'lipton': 0.1425, 'prop-target-estimate': 0.5703124999999999, 'oracle': 0.1425, 'classical': 'nan', 'supervised': 'nan', 'iter': 30, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0033, 'n_source': 80, 'n_target': 360, 'labeled': True, 'classical': 0.0325, 'supervised': 0.0675, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 12, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 12720, 'n_target': 40, 'labeled': True, 'classical': 0.11, 'supervised': 0.0025, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 2, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 50, 'n_target': 256, 'labeled': False, 'lipton': 0.135, 'prop-target-estimate': 0.58203125, 'oracle': 0.135, 'classical': 'nan', 'supervised': 'nan', 'iter': 67, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 320, 'n_target': 40, 'labeled': True, 'classical': 0.0575, 'supervised': 0.0625, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 57, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 32, 'n_target': 50, 'labeled': False, 'lipton': 0.1525, 'prop-target-estimate': 0.5799999999999998, 'oracle': 0.1525, 'classical': 'nan', 'supervised': 'nan', 'iter': 90, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0034, 'n_source': 6320, 'n_target': 40, 'labeled': True, 'classical': 0.1425, 'supervised': 0.0, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 63, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 80, 'n_target': 60, 'labeled': True, 'classical': 0.0675, 'supervised': 0.095, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 96, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 80, 'n_target': 60, 'labeled': True, 'classical': 0.0775, 'supervised': 0.1525, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 46, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0035, 'n_source': 2048, 'n_target': 50, 'labeled': False, 'lipton': 0.0175, 'prop-target-estimate': 0.62, 'oracle': 0.0175, 'classical': 'nan', 'supervised': 'nan', 'iter': 93, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 50, 'n_target': 4096, 'labeled': False, 'lipton': 0.17, 'prop-target-estimate': 0.6435546875, 'oracle': 0.17, 'classical': 'nan', 'supervised': 'nan', 'iter': 60, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 80, 'n_target': 1560, 'labeled': True, 'classical': 0.0175, 'supervised': 0.0475, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 26, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 80, 'n_target': 6360, 'labeled': True, 'classical': 0.0075, 'supervised': 0.025, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 19, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 12720, 'n_target': 40, 'labeled': True, 'classical': 0.115, 'supervised': 0.01, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 64, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 32, 'n_target': 50, 'labeled': False, 'lipton': 0.1675, 'prop-target-estimate': 0.64, 'oracle': 0.1675, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 2048, 'n_target': 50, 'labeled': False, 'lipton': 0.015, 'prop-target-estimate': 0.72, 'oracle': 0.015, 'classical': 'nan', 'supervised': 'nan', 'iter': 75, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 50, 'n_target': 128, 'labeled': False, 'lipton': 0.1325, 'prop-target-estimate': 0.6875, 'oracle': 0.1325, 'classical': 'nan', 'supervised': 'nan', 'iter': 56, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 80, 'n_target': 6360, 'labeled': True, 'classical': 0.005, 'supervised': 0.0125, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 38, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0034, 'n_source': 512, 'n_target': 50, 'labeled': False, 'lipton': 0.0475, 'prop-target-estimate': 0.72, 'oracle': 0.0475, 'classical': 'nan', 'supervised': 'nan', 'iter': 20, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 120, 'n_target': 40, 'labeled': True, 'classical': 0.0925, 'supervised': 0.1175, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 56, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 20, 'n_target': 40, 'labeled': True, 'classical': 0.0925, 'supervised': 0.135, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 92, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 3120, 'n_target': 40, 'labeled': True, 'classical': 0.0825, 'supervised': 0.02, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 20, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 6320, 'n_target': 40, 'labeled': True, 'classical': 0.1175, 'supervised': 0.0025, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 55, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0029, 'n_source': 320, 'n_target': 40, 'labeled': True, 'classical': 0.1, 'supervised': 0.075, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 1, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0032, 'n_source': 720, 'n_target': 40, 'labeled': True, 'classical': 0.0975, 'supervised': 0.02, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 65, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 256, 'n_target': 50, 'labeled': False, 'lipton': 0.0825, 'prop-target-estimate': 0.76, 'oracle': 0.0825, 'classical': 'nan', 'supervised': 'nan', 'iter': 97, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0035, 'n_source': 50, 'n_target': 1024, 'labeled': False, 'lipton': 0.145, 'prop-target-estimate': 0.57421875, 'oracle': 0.145, 'classical': 'nan', 'supervised': 'nan', 'iter': 84, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 80, 'n_target': 10, 'labeled': True, 'classical': 0.28, 'supervised': 0.28, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 73, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 12720, 'n_target': 40, 'labeled': True, 'classical': 0.1075, 'supervised': 0.0025, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 18, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0056, 'n_source': 80, 'n_target': 760, 'labeled': True, 'classical': 0.02, 'supervised': 0.0575, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 4, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 80, 'n_target': 60, 'labeled': True, 'classical': 0.1125, 'supervised': 0.12, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 60, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 256, 'n_target': 50, 'labeled': False, 'lipton': 0.075, 'prop-target-estimate': 0.64, 'oracle': 0.075, 'classical': 'nan', 'supervised': 'nan', 'iter': 18, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 50, 'n_target': 512, 'labeled': False, 'lipton': 0.1625, 'prop-target-estimate': 0.6328125, 'oracle': 0.1625, 'classical': 'nan', 'supervised': 'nan', 'iter': 10, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 120, 'n_target': 40, 'labeled': True, 'classical': 0.14, 'supervised': 0.1, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 10, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0035, 'n_source': 80, 'n_target': 10, 'labeled': True, 'classical': 0.23, 'supervised': 0.23, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 66, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 2048, 'n_target': 50, 'labeled': False, 'lipton': 0.02, 'prop-target-estimate': 0.76, 'oracle': 0.02, 'classical': 'nan', 'supervised': 'nan', 'iter': 90, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 720, 'n_target': 40, 'labeled': True, 'classical': 0.035, 'supervised': 0.045, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 90, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 80, 'n_target': 60, 'labeled': True, 'classical': 0.06, 'supervised': 0.1225, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 31, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 1520, 'n_target': 40, 'labeled': True, 'classical': 0.0775, 'supervised': 0.025, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 20, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 50, 'n_target': 512, 'labeled': False, 'lipton': 0.1575, 'prop-target-estimate': 0.6777343750000001, 'oracle': 0.1575, 'classical': 'nan', 'supervised': 'nan', 'iter': 84, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 12720, 'n_target': 40, 'labeled': True, 'classical': 0.055, 'supervised': 0.0, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 86, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 80, 'n_target': 3160, 'labeled': True, 'classical': 0.01, 'supervised': 0.0325, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 65, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.006, 'n_source': 720, 'n_target': 40, 'labeled': True, 'classical': 0.155, 'supervised': 0.04, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 78, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0054, 'n_source': 80, 'n_target': 360, 'labeled': True, 'classical': 0.0375, 'supervised': 0.08, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 92, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 720, 'n_target': 40, 'labeled': True, 'classical': 0.0575, 'supervised': 0.0325, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 4, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 6320, 'n_target': 40, 'labeled': True, 'classical': 0.095, 'supervised': 0.015, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 37, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 80, 'n_target': 60, 'labeled': True, 'classical': 0.085, 'supervised': 0.1625, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 36, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 80, 'n_target': 1560, 'labeled': True, 'classical': 0.0025, 'supervised': 0.045, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 83, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 32, 'n_target': 50, 'labeled': False, 'lipton': 0.1975, 'prop-target-estimate': 0.56, 'oracle': 0.1975, 'classical': 'nan', 'supervised': 'nan', 'iter': 85, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 120, 'n_target': 40, 'labeled': True, 'classical': 0.08, 'supervised': 0.0875, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 99, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 50, 'n_target': 128, 'labeled': False, 'lipton': 0.125, 'prop-target-estimate': 0.59375, 'oracle': 0.125, 'classical': 'nan', 'supervised': 'nan', 'iter': 96, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0058, 'n_source': 1520, 'n_target': 40, 'labeled': True, 'classical': 0.085, 'supervised': 0.035, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 54, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 80, 'n_target': 6360, 'labeled': True, 'classical': 0.015, 'supervised': 0.0275, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 48, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 512, 'n_target': 50, 'labeled': False, 'lipton': 0.0325, 'prop-target-estimate': 0.7600000000000001, 'oracle': 0.0325, 'classical': 'nan', 'supervised': 'nan', 'iter': 35, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0059, 'n_source': 50, 'n_target': 2048, 'labeled': False, 'lipton': 0.1625, 'prop-target-estimate': 0.63720703125, 'oracle': 0.1625, 'classical': 'nan', 'supervised': 'nan', 'iter': 69, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 32, 'n_target': 50, 'labeled': False, 'lipton': 0.1675, 'prop-target-estimate': 0.5799999999999998, 'oracle': 0.1675, 'classical': 'nan', 'supervised': 'nan', 'iter': 41, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 50, 'n_target': 4096, 'labeled': False, 'lipton': 0.1625, 'prop-target-estimate': 0.607666015625, 'oracle': 0.1625, 'classical': 'nan', 'supervised': 'nan', 'iter': 39, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 80, 'n_target': 1560, 'labeled': True, 'classical': 0.0075, 'supervised': 0.035, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 74, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 50, 'n_target': 512, 'labeled': False, 'lipton': 0.15, 'prop-target-estimate': 0.6328125, 'oracle': 0.15, 'classical': 'nan', 'supervised': 'nan', 'iter': 52, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0053, 'n_source': 50, 'n_target': 32, 'labeled': False, 'lipton': 0.17, 'prop-target-estimate': 0.59375, 'oracle': 0.17, 'classical': 'nan', 'supervised': 'nan', 'iter': 75, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0031, 'n_source': 50, 'n_target': 4096, 'labeled': False, 'lipton': 0.1275, 'prop-target-estimate': 0.613037109375, 'oracle': 0.1275, 'classical': 'nan', 'supervised': 'nan', 'iter': 96, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 50, 'n_target': 512, 'labeled': False, 'lipton': 0.1575, 'prop-target-estimate': 0.611328125, 'oracle': 0.1575, 'classical': 'nan', 'supervised': 'nan', 'iter': 12, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0055, 'n_source': 512, 'n_target': 50, 'labeled': False, 'lipton': 0.0375, 'prop-target-estimate': 0.62, 'oracle': 0.0375, 'classical': 'nan', 'supervised': 'nan', 'iter': 81, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0035, 'n_source': 720, 'n_target': 40, 'labeled': True, 'classical': 0.1025, 'supervised': 0.0375, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 7, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 50, 'n_target': 32, 'labeled': False, 'lipton': 0.1525, 'prop-target-estimate': 0.59375, 'oracle': 0.1525, 'classical': 'nan', 'supervised': 'nan', 'iter': 42, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 50, 'n_target': 64, 'labeled': False, 'lipton': 0.16, 'prop-target-estimate': 0.625, 'oracle': 0.16, 'classical': 'nan', 'supervised': 'nan', 'iter': 81, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 50, 'n_target': 4096, 'labeled': False, 'lipton': 0.1425, 'prop-target-estimate': 0.662841796875, 'oracle': 0.1425, 'classical': 'nan', 'supervised': 'nan', 'iter': 47, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0033, 'n_source': 128, 'n_target': 50, 'labeled': False, 'lipton': 0.075, 'prop-target-estimate': 0.7200000000000001, 'oracle': 0.075, 'classical': 'nan', 'supervised': 'nan', 'iter': 33, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0035, 'n_source': 80, 'n_target': 360, 'labeled': True, 'classical': 0.0225, 'supervised': 0.1025, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 48, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 50, 'n_target': 64, 'labeled': False, 'lipton': 0.17, 'prop-target-estimate': 0.6875, 'oracle': 0.17, 'classical': 'nan', 'supervised': 'nan', 'iter': 48, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 20, 'n_target': 40, 'labeled': True, 'classical': 0.13, 'supervised': 0.1725, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 42, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 80, 'n_target': 760, 'labeled': True, 'classical': 0.0225, 'supervised': 0.085, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 1, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 6320, 'n_target': 40, 'labeled': True, 'classical': 0.125, 'supervised': 0.0025, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 73, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 80, 'n_target': 60, 'labeled': True, 'classical': 0.0625, 'supervised': 0.1175, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 3, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 32, 'n_target': 50, 'labeled': False, 'lipton': 0.165, 'prop-target-estimate': 0.56, 'oracle': 0.165, 'classical': 'nan', 'supervised': 'nan', 'iter': 78, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 50, 'n_target': 32, 'labeled': False, 'lipton': 0.14, 'prop-target-estimate': 0.625, 'oracle': 0.14, 'classical': 'nan', 'supervised': 'nan', 'iter': 22, 'setup': 'constant-prop-source'}
