{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 50, 'n_target': 8, 'labeled': False, 'lipton': 0.28, 'prop-target-estimate': 1.0, 'oracle': 0.28, 'classical': nan, 'supervised': nan, 'iter': 39, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 50, 'n_target': 12750, 'labeled': True, 'classical': 0.0025, 'supervised': 0.0075, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 32, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0031, 'n_source': 750, 'n_target': 50, 'labeled': True, 'classical': 0.1, 'supervised': 0.01, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 70, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 12750, 'n_target': 50, 'labeled': True, 'classical': 0.0475, 'supervised': 0.0, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 89, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 3150, 'n_target': 50, 'labeled': True, 'classical': 0.075, 'supervised': 0.0125, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 76, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 1550, 'n_target': 50, 'labeled': True, 'classical': 0.1025, 'supervised': 0.03, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 15, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 32, 'n_target': 50, 'labeled': False, 'lipton': 0.1825, 'prop-target-estimate': 0.8, 'oracle': 0.1825, 'classical': nan, 'supervised': nan, 'iter': 96, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 50, 'n_target': 1550, 'labeled': True, 'classical': 0.0225, 'supervised': 0.05, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 58, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 50, 'n_target': 750, 'labeled': True, 'classical': 0.0225, 'supervised': 0.055, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 42, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 8, 'n_target': 50, 'labeled': False, 'lipton': 0.3225, 'prop-target-estimate': 0.84, 'oracle': 0.3225, 'classical': nan, 'supervised': nan, 'iter': 64, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 128, 'n_target': 50, 'labeled': False, 'lipton': 0.3525, 'prop-target-estimate': 0.76, 'oracle': 0.3525, 'classical': nan, 'supervised': nan, 'iter': 87, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 50, 'n_target': 350, 'labeled': True, 'classical': 0.035, 'supervised': 0.09, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 70, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 512, 'n_target': 50, 'labeled': False, 'lipton': 0.31, 'prop-target-estimate': 0.7, 'oracle': 0.31, 'classical': nan, 'supervised': nan, 'iter': 40, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 50, 'n_target': 6350, 'labeled': True, 'classical': 0.0075, 'supervised': 0.0225, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 91, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 3150, 'n_target': 50, 'labeled': True, 'classical': 0.085, 'supervised': 0.0125, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 36, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0033, 'n_source': 12750, 'n_target': 50, 'labeled': True, 'classical': 0.1, 'supervised': 0.005, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 33, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 128, 'n_target': 50, 'labeled': False, 'lipton': 0.075, 'prop-target-estimate': 0.72, 'oracle': 0.075, 'classical': nan, 'supervised': nan, 'iter': 54, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 16, 'n_target': 50, 'labeled': False, 'lipton': 0.2125, 'prop-target-estimate': 0.66, 'oracle': 0.2125, 'classical': nan, 'supervised': nan, 'iter': 96, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 8, 'n_target': 50, 'labeled': False, 'lipton': 0.3775, 'prop-target-estimate': 0.74, 'oracle': 0.3775, 'classical': nan, 'supervised': nan, 'iter': 20, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 50, 'n_target': 32, 'labeled': False, 'lipton': 0.0925, 'prop-target-estimate': 0.71875, 'oracle': 0.0925, 'classical': nan, 'supervised': nan, 'iter': 65, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 64, 'n_target': 50, 'labeled': False, 'lipton': 0.1025, 'prop-target-estimate': 0.7800000000000001, 'oracle': 0.1025, 'classical': nan, 'supervised': nan, 'iter': 98, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 50, 'n_target': 750, 'labeled': True, 'classical': 0.025, 'supervised': 0.065, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 95, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 32, 'n_target': 50, 'labeled': False, 'lipton': 0.28, 'prop-target-estimate': 0.7600000000000001, 'oracle': 0.28, 'classical': nan, 'supervised': nan, 'iter': 37, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 750, 'n_target': 50, 'labeled': True, 'classical': 0.0975, 'supervised': 0.0225, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 32, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 50, 'n_target': 6350, 'labeled': True, 'classical': 0.0075, 'supervised': 0.0275, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 46, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 8, 'n_target': 50, 'labeled': False, 'lipton': 0.355, 'prop-target-estimate': 0.64, 'oracle': 0.355, 'classical': nan, 'supervised': nan, 'iter': 66, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 1550, 'n_target': 50, 'labeled': True, 'classical': 0.08, 'supervised': 0.0, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 82, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 50, 'n_target': 750, 'labeled': True, 'classical': 0.0275, 'supervised': 0.0725, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 21, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 50, 'n_target': 256, 'labeled': False, 'lipton': 0.1075, 'prop-target-estimate': 0.7109375, 'oracle': 0.1075, 'classical': nan, 'supervised': nan, 'iter': 28, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 50, 'n_target': 4, 'labeled': False, 'lipton': 0.31, 'prop-target-estimate': 0.5, 'oracle': 0.31, 'classical': nan, 'supervised': nan, 'iter': 78, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0033, 'n_source': 50, 'n_target': 32, 'labeled': False, 'lipton': 0.3025, 'prop-target-estimate': 0.71875, 'oracle': 0.3025, 'classical': nan, 'supervised': nan, 'iter': 69, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 50, 'n_target': 128, 'labeled': False, 'lipton': 0.155, 'prop-target-estimate': 0.7578125, 'oracle': 0.155, 'classical': nan, 'supervised': nan, 'iter': 66, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 12750, 'n_target': 50, 'labeled': True, 'classical': 0.095, 'supervised': 0.005, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 29, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 350, 'n_target': 50, 'labeled': False, 'lipton': 0.2925, 'prop-target-estimate': 0.86, 'oracle': 0.2925, 'classical': nan, 'supervised': nan, 'iter': 67, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 50, 'n_target': 8, 'labeled': False, 'lipton': 0.12, 'prop-target-estimate': 0.625, 'oracle': 0.12, 'classical': nan, 'supervised': nan, 'iter': 5, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 50, 'n_target': 12750, 'labeled': True, 'classical': 0.005, 'supervised': 0.015, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 96, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 50, 'n_target': 12750, 'labeled': True, 'classical': 0.0, 'supervised': 0.01, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 78, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 50, 'n_target': 350, 'labeled': True, 'classical': 0.0175, 'supervised': 0.0825, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 77, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 32, 'n_target': 50, 'labeled': False, 'lipton': 0.15, 'prop-target-estimate': 0.74, 'oracle': 0.15, 'classical': nan, 'supervised': nan, 'iter': 1, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 50, 'n_target': 750, 'labeled': True, 'classical': 0.0175, 'supervised': 0.0675, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 48, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0053, 'n_source': 1024, 'n_target': 50, 'labeled': False, 'lipton': 0.25, 'prop-target-estimate': 0.7600000000000001, 'oracle': 0.25, 'classical': nan, 'supervised': nan, 'iter': 63, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 16, 'n_target': 50, 'labeled': False, 'lipton': 0.25, 'prop-target-estimate': 0.72, 'oracle': 0.25, 'classical': nan, 'supervised': nan, 'iter': 57, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 1024, 'n_target': 50, 'labeled': False, 'lipton': 0.275, 'prop-target-estimate': 0.72, 'oracle': 0.275, 'classical': nan, 'supervised': nan, 'iter': 48, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 350, 'n_target': 50, 'labeled': False, 'lipton': 0.0375, 'prop-target-estimate': 0.76, 'oracle': 0.0375, 'classical': nan, 'supervised': nan, 'iter': 83, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 50, 'n_target': 16, 'labeled': False, 'lipton': 0.07, 'prop-target-estimate': 0.625, 'oracle': 0.07, 'classical': nan, 'supervised': nan, 'iter': 36, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 350, 'n_target': 50, 'labeled': False, 'lipton': 0.0275, 'prop-target-estimate': 0.74, 'oracle': 0.0275, 'classical': nan, 'supervised': nan, 'iter': 80, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 1024, 'n_target': 50, 'labeled': False, 'lipton': 0.3025, 'prop-target-estimate': 0.68, 'oracle': 0.3025, 'classical': nan, 'supervised': nan, 'iter': 97, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 50, 'n_target': 128, 'labeled': False, 'lipton': 0.1425, 'prop-target-estimate': 0.75, 'oracle': 0.1425, 'classical': nan, 'supervised': nan, 'iter': 35, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0033, 'n_source': 50, 'n_target': 32, 'labeled': False, 'lipton': 0.19, 'prop-target-estimate': 0.78125, 'oracle': 0.19, 'classical': nan, 'supervised': nan, 'iter': 99, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 50, 'n_target': 3150, 'labeled': True, 'classical': 0.01, 'supervised': 0.03, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 30, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 150, 'n_target': 50, 'labeled': False, 'lipton': 0.055, 'prop-target-estimate': 0.7, 'oracle': 0.055, 'classical': nan, 'supervised': nan, 'iter': 0, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0034, 'n_source': 50, 'n_target': 8, 'labeled': False, 'lipton': 0.13, 'prop-target-estimate': 0.875, 'oracle': 0.13, 'classical': nan, 'supervised': nan, 'iter': 90, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 16, 'n_target': 50, 'labeled': False, 'lipton': 0.2825, 'prop-target-estimate': 0.8, 'oracle': 0.2825, 'classical': nan, 'supervised': nan, 'iter': 45, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 50, 'n_target': 350, 'labeled': True, 'classical': 0.0225, 'supervised': 0.085, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 44, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 64, 'n_target': 50, 'labeled': False, 'lipton': 0.0825, 'prop-target-estimate': 0.78, 'oracle': 0.0825, 'classical': nan, 'supervised': nan, 'iter': 22, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0056, 'n_source': 32, 'n_target': 50, 'labeled': False, 'lipton': 0.4575, 'prop-target-estimate': 0.8, 'oracle': 0.4575, 'classical': nan, 'supervised': nan, 'iter': 57, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 1024, 'n_target': 50, 'labeled': False, 'lipton': 0.015, 'prop-target-estimate': 0.76, 'oracle': 0.015, 'classical': nan, 'supervised': nan, 'iter': 88, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 50, 'n_target': 16, 'labeled': False, 'lipton': 0.4675, 'prop-target-estimate': 0.8750000000000001, 'oracle': 0.4675, 'classical': nan, 'supervised': nan, 'iter': 51, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0027, 'n_source': 8, 'n_target': 50, 'labeled': False, 'lipton': 0.445, 'prop-target-estimate': 0.76, 'oracle': 0.445, 'classical': nan, 'supervised': nan, 'iter': 54, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 50, 'n_target': 16, 'labeled': False, 'lipton': 0.0725, 'prop-target-estimate': 0.75, 'oracle': 0.0725, 'classical': nan, 'supervised': nan, 'iter': 94, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 50, 'n_target': 8, 'labeled': False, 'lipton': 0.25, 'prop-target-estimate': 0.75, 'oracle': 0.25, 'classical': nan, 'supervised': nan, 'iter': 83, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 50, 'n_target': 512, 'labeled': False, 'lipton': 0.1325, 'prop-target-estimate': 0.7265624999999999, 'oracle': 0.1325, 'classical': nan, 'supervised': nan, 'iter': 67, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 50, 'n_target': 16, 'labeled': False, 'lipton': 0.275, 'prop-target-estimate': 0.6875, 'oracle': 0.275, 'classical': nan, 'supervised': nan, 'iter': 12, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0059, 'n_source': 50, 'n_target': 750, 'labeled': True, 'classical': 0.0225, 'supervised': 0.08, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 52, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 50, 'n_target': 128, 'labeled': False, 'lipton': 0.36, 'prop-target-estimate': 0.75, 'oracle': 0.36, 'classical': nan, 'supervised': nan, 'iter': 3, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 50, 'n_target': 128, 'labeled': False, 'lipton': 0.1, 'prop-target-estimate': 0.7343750000000001, 'oracle': 0.1, 'classical': nan, 'supervised': nan, 'iter': 34, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 1550, 'n_target': 50, 'labeled': True, 'classical': 0.0675, 'supervised': 0.015, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 75, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 150, 'n_target': 50, 'labeled': False, 'lipton': 0.105, 'prop-target-estimate': 0.8, 'oracle': 0.105, 'classical': nan, 'supervised': nan, 'iter': 72, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 16, 'n_target': 50, 'labeled': False, 'lipton': 0.2525, 'prop-target-estimate': 0.76, 'oracle': 0.2525, 'classical': nan, 'supervised': nan, 'iter': 1, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 750, 'n_target': 50, 'labeled': True, 'classical': 0.07, 'supervised': 0.015, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 3, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 2048, 'n_target': 50, 'labeled': False, 'lipton': 0.2475, 'prop-target-estimate': 0.68, 'oracle': 0.2475, 'classical': nan, 'supervised': nan, 'iter': 39, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 50, 'n_target': 350, 'labeled': True, 'classical': 0.04, 'supervised': 0.0725, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 40, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 128, 'n_target': 50, 'labeled': False, 'lipton': 0.37, 'prop-target-estimate': 0.76, 'oracle': 0.37, 'classical': nan, 'supervised': nan, 'iter': 85, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 50, 'n_target': 6350, 'labeled': True, 'classical': 0.0125, 'supervised': 0.0125, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 76, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 4, 'n_target': 50, 'labeled': False, 'lipton': 0.345, 'prop-target-estimate': 0.78, 'oracle': 0.345, 'classical': nan, 'supervised': nan, 'iter': 28, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 50, 'n_target': 64, 'labeled': False, 'lipton': 0.405, 'prop-target-estimate': 0.71875, 'oracle': 0.405, 'classical': nan, 'supervised': nan, 'iter': 62, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 50, 'n_target': 750, 'labeled': True, 'classical': 0.01, 'supervised': 0.035, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 70, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 64, 'n_target': 50, 'labeled': False, 'lipton': 0.13, 'prop-target-estimate': 0.58, 'oracle': 0.13, 'classical': nan, 'supervised': nan, 'iter': 60, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 50, 'n_target': 4, 'labeled': False, 'lipton': 0.49, 'prop-target-estimate': 0.5, 'oracle': 0.49, 'classical': nan, 'supervised': nan, 'iter': 4, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 150, 'n_target': 50, 'labeled': False, 'lipton': 0.3175, 'prop-target-estimate': 0.72, 'oracle': 0.3175, 'classical': nan, 'supervised': nan, 'iter': 34, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0054, 'n_source': 128, 'n_target': 50, 'labeled': False, 'lipton': 0.05, 'prop-target-estimate': 0.5999999999999999, 'oracle': 0.05, 'classical': nan, 'supervised': nan, 'iter': 32, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 50, 'n_target': 350, 'labeled': True, 'classical': 0.0225, 'supervised': 0.095, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 99, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 50, 'n_target': 1550, 'labeled': True, 'classical': 0.01, 'supervised': 0.0475, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 64, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 50, 'n_target': 512, 'labeled': False, 'lipton': 0.3575, 'prop-target-estimate': 0.75390625, 'oracle': 0.3575, 'classical': nan, 'supervised': nan, 'iter': 18, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 50, 'n_target': 16, 'labeled': False, 'lipton': 0.355, 'prop-target-estimate': 0.6875, 'oracle': 0.355, 'classical': nan, 'supervised': nan, 'iter': 19, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 1024, 'n_target': 50, 'labeled': False, 'lipton': 0.2325, 'prop-target-estimate': 0.82, 'oracle': 0.2325, 'classical': nan, 'supervised': nan, 'iter': 95, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 6350, 'n_target': 50, 'labeled': True, 'classical': 0.0775, 'supervised': 0.0025, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 33, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 4, 'n_target': 50, 'labeled': False, 'lipton': 0.3675, 'prop-target-estimate': 0.78, 'oracle': 0.3675, 'classical': nan, 'supervised': nan, 'iter': 61, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 50, 'n_target': 64, 'labeled': False, 'lipton': 0.3575, 'prop-target-estimate': 0.6875, 'oracle': 0.3575, 'classical': nan, 'supervised': nan, 'iter': 2, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 50, 'n_target': 4, 'labeled': False, 'lipton': 0.1075, 'prop-target-estimate': 0.25000000000000006, 'oracle': 0.1075, 'classical': nan, 'supervised': nan, 'iter': 76, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0027, 'n_source': 50, 'n_target': 32, 'labeled': False, 'lipton': 0.11, 'prop-target-estimate': 0.71875, 'oracle': 0.11, 'classical': nan, 'supervised': nan, 'iter': 70, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 3150, 'n_target': 50, 'labeled': True, 'classical': 0.0825, 'supervised': 0.0175, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 50, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 50, 'n_target': 32, 'labeled': False, 'lipton': 0.0975, 'prop-target-estimate': 0.75, 'oracle': 0.0975, 'classical': nan, 'supervised': nan, 'iter': 47, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 50, 'n_target': 350, 'labeled': True, 'classical': 0.0125, 'supervised': 0.0825, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 51, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 8, 'n_target': 50, 'labeled': False, 'lipton': 0.48, 'prop-target-estimate': 0.66, 'oracle': 0.48, 'classical': nan, 'supervised': nan, 'iter': 30, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0054, 'n_source': 256, 'n_target': 50, 'labeled': False, 'lipton': 0.0475, 'prop-target-estimate': 0.78, 'oracle': 0.0475, 'classical': nan, 'supervised': nan, 'iter': 44, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 50, 'n_target': 8, 'labeled': False, 'lipton': 0.1775, 'prop-target-estimate': 0.8750000000000001, 'oracle': 0.1775, 'classical': nan, 'supervised': nan, 'iter': 18, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 50, 'n_target': 6350, 'labeled': True, 'classical': 0.005, 'supervised': 0.015, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 92, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0033, 'n_source': 256, 'n_target': 50, 'labeled': False, 'lipton': 0.245, 'prop-target-estimate': 0.76, 'oracle': 0.245, 'classical': nan, 'supervised': nan, 'iter': 28, 'setup': 'decreasing-prop-source'}
